Key;Authors;Title;Publication_Year;Abstract;estado;razones;justificacion
EusImp_2024;"Eustachio, J.H.P.P.; Filho, W.; Lange Salvia, A.L.; Guimarães, Y.M.; Brandli, L.L.; Viera Trevisan, L.; Barbir, J.; Caldana, A.C.F.";Implementing sustainability in teaching: The role of sustainability leadership and transformational leadership in the context of higher education institutions;2024;"This paper aims to explore the mechanism by which sustainability leadership (SL) and transformational leadership (TL) contribute to implementing sustainability-related aspects and the adoption of the SDGs by the teaching staff and whether these relationships are mediated by the higher education institutions' (HEIs) level of social innovation tendency. The authors relied on a world survey containing questions developed according to the literature to achieve the results, receiving 603 answers from teaching staff in 102 developed and developing countries. To analyse the data, exploratory factor analysis (EFA) and confirmatory factor analysis (CFA) were deployed to check the instruments and the model's structure of factors, and structural equation modelling with hypotheses testing was adopted to understand the level of significance and the magnitude of the relationship between the constructs. The results indicate that SL has a significantly strong relationship with TL, social innovation tendency, and the adoption of sustainability aspects in teaching; however, it is not possible to support the existence of a significant relationship between TL and the adoption of sustainability aspects in teaching, and between social innovation tendency and the adoption of sustainability aspects in teaching. Theoretical and practical implications are explored. © 2024 The Author(s). Sustainable Development published by ERP Environment and John Wiley & Sons Ltd.";EXCLUDE;missing_keyword_groups: group_1;Title: Implementing sustainability in teaching: The role of sustainability leadership and transformational 
LorInn_2022;"Lorenz, T.; Gerster, L.; Elias Wodzinowski, D.; Wartenberg, A.; Martetschläger, L.; Molitor, H.; Cremer, T.; Bloch, R.";"Innovative Teaching and Learning Formats for the Implementation of Agroforestry Systems-An Impact Analysis after Five Years of Experience with the Real-World Laboratory ""Ackerbaum""";2022;"Since 2017, the Eberswalde University for Sustainable Development (HNEE) offers transfor-mative learning modules in their curricula, which are called ITL—Innovative Teaching and Learning formats. Student tutors change into the role of teachers and organize lectures, excursions, and assignments at the Real-World Laboratory “Ackerbaum”—an agroforestry system in the federal state of Brandenburg, Germany. Students can learn about agroforestry systems, participate in research, and take practical action. The examination of the module is a scientific report linked to the experimental area. In this study, an attempt was made to verify the quality and impact of teaching formats in the ITL via the analysis of 53 reports created by 170 students as well as surveys among participants. For this purpose, indicators were formulated that capture the quality of scientific methods and the contribution to higher education for sustainable development. Students and tutors appreciate the open working atmosphere and the possibility to actively participate in the course; many leave the module motivated. Some even move toward transformation in agriculture professionally as, e.g., consultants in the field of agroforestry. As a transformative institution, HNEE offers with ITL a rare opportunity for practical application, scientific methods, and transdisciplinary collaboration with different stakeholders to work on future models to change today’s agriculture. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.";PASS;passed_all_filters;
HogMut_2019;"Hogfeldt, A.-K.; Rosén, A.; Mwase, C.; Lantz, A.; Gumaelius, L.; Shayo, E.; Lujara, S.; Mvungi, N.";Mutual Capacity Building through North-South Collaboration Using Challenge-Driven Education;2019;The urgent need for actions in the light of the global challenges motivates international policy to define roadmaps for education on all levels to step forward and contribute with new knowledge and competencies. Challenge-Driven Education (CDE) is described as an education for Sustainable Development (ESD) approach, which aims to prepare students to work with global challenges and to bring value to society by direct impact. This paper describes, evaluates and discusses a three-year participatory implementation project of Challenge-driven education (CDE) within the engineering education at the University of Dar es Salam, UDSM, which has been carried out in collaboration with the Royal Institute of Technology, KTH in Stockholm. Conclusions are drawn on crucial aspects for engineering education change through the lens of Activity Theory (AT), where CDE is brought forward as a motivating ESD initiative for engineering faculty and students. Furthermore participatory co-creation is notably useful as it aims to embrace social values among the participants. Also, traditional organizational structures will need to be continuously negotiated in the light of the integration of more open-ended approaches in education. © 2019 by the authors.;PASS;passed_all_filters;
MerThe_2025;"Mertens, A.; Eppinga, M.B.; Arens, P.; de Scisciolo, T.; John, N.; Sultan, S.; Buys, N.; Mijts, E.N.";The GreenComp Evaluation Roadmap: a roadmap for in-depth holistic evaluation of the integration of the GreenComp framework in higher-education curricula;2025;Purpose: The GreenComp framework identifies 12 competences for sustainability as common ground for higher-education curricula. The framework can be used for self-assessment and the review of curricula. However, a step-by-step method to conduct such a self-assessment is not yet available for the GreenComp framework specifically. Therefore, the authors present the GreenComp Evaluation Roadmap allowing to evaluate the extent to which the frameworks’ competences for sustainability are integrated in higher-education curricula. The application of the GreenComp Evaluation Roadmap to a curriculum taught at the University of Aruba, allows to report on the benefits, limitations and future potential of the approach. Design/methodology/approach: The proposed mixed-method approach combines hybrid qualitative and quantitative data collection on the integration of the 12 competences for sustainability of the GreenComp framework in higher-education curricula. The authors showcase its potential through application of the GreenComp framework as an evaluation tool to a science, technology, engineering and mathematics-based bachelor program taught at the University of Aruba. Findings: The GreenComp Evaluation Roadmap not only allows for an evaluation of the curriculum and identification of competence gaps. It also supports educators to conduct a self-reflection on individual course(s) and the program as a whole. The paper shows promising results that the roadmap developed could be a reproducible approach. Moreover, it provides guidance to other higher education institutes for self-evaluation and self-reflection on how the competences for sustainability are integrated in their curricula and how this can be enhanced in the future. Originality/value: The need to integrate sustainability throughout higher-education curricula is broadly recognized. The GreenComp Evaluation Roadmap contributes to the literature by offering a methodological approach to evaluate the integration of the 12 competences for sustainability throughout a curriculum. © 2024, Anouk Mertens, Maarten B. Eppinga, Patrick Arens, Tobia de Scisciolo, Nigel John, Salys Sultan, Nadine Buys and Eric N. Mijts.;EXCLUDE;missing_keyword_groups: group_1;Title: The GreenComp Evaluation Roadmap: a roadmap for in-depth holistic evaluation of the integration of t
BarThe_2021;"Barreto, L.P.; Rodrigues, A.A.D.; de Oliveira, G.C.B.; de Almeida, L.T.G.; Felix, M.A.C.; Silva, P.S.; de Quadros, A.L.; MacEdo, A.M.; Mortimer, E.F.";The Use of Different Translation Devices to Analyze Knowledge-Building in a University Chemistry Classroom;2021;This research draws on Legitimation Code Theory (LCT) to understand the epistemic dimension of the higher education classroom discourse of a professor who is well evaluated by his students. In expository science classroom discourse, concepts are loaded with different meanings, a process that is called “condensation of meanings” in LCT, and are expressed using the concept of epistemic semantic density (ESD). The ESD can vary in classroom discourse, generating what is called a semantic wave in the LCT context. In this work, we initially compare two different translation devices, which are ways of systematically exploring the characteristics of the knowledge expressed in the classroom and how they vary, generating semantic waves. We were able to observe the strengths and weaknesses of both devices. They proved to be powerful tools in revealing how the complexity of science knowledge varies in a lesson. However, neither one demonstrates how meanings are connected in the lesson or how the semantic density of a particular concept changes over time. In this sense, we explore how everyday words at times become loaded with technical meaning when other concepts are connected to them. To achieve that, we use third device based on network science, an approach that analyzes and represents the systems of interactions of a wide range of physical and social phenomena. This allows us to evaluate how a term commonly used in everyday language, such as “lamp,” can play a central role in the construction of meanings related to the episteme of chemistry. In addition, while LCT assumes that semantic waves necessarily optimize learning, the results obtained herein revealed that constellation of meanings does not directly relate to semantic waves. © 2020, Springer Nature B.V.;PASS;passed_all_filters;
CheVis_2022;"Chen, X.; Zhou, J.; Wang, J.; Wang, D.; Liu, J.; Shi, D.; Yang, D.; Pan, Q.";Visualizing Status, Hotspots, and Future Trends in Mathematical Literacy Research via Knowledge Graph;2022;"The goal of education for sustainable development is to prepare future citizens to make informed decisions and take responsible action to solve problems. The purpose of mathematical literacy is to ensure that all learners develop an understanding of mathematics, and how to relate mathematics to the world and use mathematical knowledge to make valuable decisions in their lives, work, and society. It can be seen that the purpose of mathematical literacy coincides with the goal of education for sustainable development. In addition, math literacy is closely related to self-regulated learning (SRL), which is the key to meaningful learning and sustainable development. In educational research, it is an essential task to cultivate learners’ mathematical literacy and promote their sustainable development. With the rapid growth of emerging technologies, the emergence of big data has brought numerous challenges to various research fields. In the age of big data, educational research that can identify research perspectives and hotspots and summarize research evolution rules from a large body of literature can assist us in deepening subsequent analysis. As a result, in this study, we used CiteSpace and HistCite knowledge map visualization and exploration technology to examine mathematical literacy research trends, major research countries and regions, major research institutions, significant researchers, highly cited papers, research hotspots, and evolution trends on a global scale. Through this study, we found that the earliest literature on mathematical literacy appeared in 1957, and the research on mathematical literacy can be divided into three germination stages (1957–2001), a slow development stage (2001–2011), and a prosperous development stage (2011–2022). Most studies come from developed countries such as the US, the UK, Germany, and Australia. The Universities of Utrecht and Purdue University were the most published institutions, and scholars at Purpura published the most articles. The research object of highly cited literature is mainly children, and the research is primarily carried out through the measurement of students’ mathematical ability and achievement and the analysis of related influencing factors, which provides a direction for how to improve students’ mathematical literacy. The research on mathematical literacy mainly includes four research hotspots: working memory and mathematical literacy; brain science and mathematical literacy; mathematical achievement and mathematical literacy; and the generation strategy of mathematical literacy. The research field of mathematics literacy mainly includes working memory, parietal cortex, math performance, mathematics education, early childhood, parental belief, fractions, cognitive development, and student learning. There are 10 clusters. Different clusters have different evolutionary trends. With the evolution of time, working memory, mathematical education, fractions, and precinct beliefs clustered, gradually expanding from the concentrated research direction to the subdivision field. The clusters of parietal cortex, math performance, early childhood, cognitive development, and students do not show large keyword nodes during the research period. With time, it has gradually expanded from the centralized research direction to the subdivision field. The parietal cortex, math performance, early childhood, cognitive development, and students clusters did not show large keyword nodes during the whole study period. © 2022 by the authors.";PASS;passed_all_filters;
ColA f_2025;"Colangelo, A.; Perazzone, A.; Giacoma, C.; Randrianarison, R.M.; Ratsimbazafy, J.; Zoeline, R.S.; Rakotonomenjanahary, S.; Rasamimanana, H.; Dell’Aira, K.; Spiezio, C.; Avesani Zaborra, C.; Valente, D.; De Gregorio, C.; Beccaro, G.L.; Torti, V.; Gamba, M.";A forest path towards an education for global citizenship;2025;Long-term zoological and ethological field research plays a substantial role in developing effective biodiversity conservation actions. At the same time, stable research facilities in areas where subsistence economies prevail foster the development of relationships and ongoing collaboration with public and private institutions. This study focuses on the local impact produced by Maromizaha Research Polyvalent Center -CRPM-, a field station located in eastern Madagascar, where, since 2008, the Department of Life Sciences and Biology Systems at the University of Turin has led ethological research programs on various lemur species, working closely with the Manager of the Protected Area, GERP, and the local population. Over the years, this facility has generated opportunities for professional training, capacity building, and educational projects in the Anevoka primary schools. In 2024, the incredible biodiversity of the Maromizaha forest became the focus of the educational project “Tonga Soa Madagasikara!” (Welcome to Madagascar!) which involved Malagasy children and young people, as well as a middle school class from the Rimini province in Italy. Zoological research activities gradually evolved into international cooperation projects in educational fields, effectively integrating indigenous knowledge and diversifying livelihood options to reduce dependency on biological resources. Collaborations promoted by shared research goals contributed to local educational and economic growth, and contributed in strengthening the local communities. In conclusion, efforts to enhance local environmental sustainability and conservation in Maromizaha contributed to the achievement of several Sustainable Development Goals, such as SDG 4 (Quality of education) and SDG 15 (Life of land), but also to SDGs 2 (Zero hunger), SDG 3 (Good health and well-being), SDG 5 (Gender equality), SDG 10 (Reduced inequalities), SDG 12 (Responsible consumption and production), SDG 17 (Partnership for the goals) and 13 (Climate actions). The Maromizaha long term cooperation project shows how, thanks to scientific research, education for sustainable development becomes education for global citizenship in disadvantaged areas of the world. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.;PASS;passed_all_filters;
Da Add_2025;"Da Costa, T.; Aranda Lopez, L.I.; Perussello, C.; Quinn, F.; Crowley, Q.G.; McMahon, H.; Holden, N.M.";Addressing the Demand for Green Skills: Bridging the Gap Between University Outcomes and Industry Requirements;2025;The transition to a green economy requires a workforce equipped with green skills to meet the demands of sustainable development and environmental stewardship. This study investigates the alignment between university educational outcomes and industry requirements in Ireland, addressing the persistent gap in green skills. Using a mixed-methods approach, surveys were conducted with students from three Irish universities and companies across diverse sectors. The findings reveal a strong recognition of the importance of green skills among students and companies, yet significant barriers remain. Students report challenges in accessing practical learning experiences, balancing education with personal commitments, and navigating the costs of green certifications. Companies acknowledge the growing need for sustainability expertise but often fail to integrate green skills into recruitment and training strategies, citing high competition for talent and limited awareness of emerging green roles. This study highlights the need for systemic changes in both education and industry. Universities should adopt experiential learning approaches, expand industry collaborations, and ensure flexible access to green education. Companies must prioritise upskilling programmes and align hiring practices with sustainability goals. Policymakers are encouraged to foster public–private partnerships and incentivise investments in green skills development. Addressing these challenges can strengthen the country’s position as a leader in the global green transition, fostering innovation and inclusivity in its workforce. © 2025 by the authors.;PASS;passed_all_filters;
LozAdo_2022;"Lozano, R.; Barreiro-Gen, M.; Pietikäinen, J.; Gago-Cortés, C.; Favi, C.; Jiménez-Munguía, M.T.; Mónus, F.; Simão, J.; del Álamo, J.; Desha, C.; Bostanci, S.; Djekić, I.; Moneva, J.M.; Sáenz, O.; Awuzie, B.; Gladysz, B.";Adopting sustainability competence-based education in academic disciplines: Insights from 13 higher education institutions;2022;"Higher Education Institutions (HEIs) have been incorporating sustainability into education and curricula, where recent research has focussed on sustainability competences, pedagogical approaches, and how to connect them, generally on a single HEI. The process of integrating sustainability into education based on curricula assessment has been explained using adoption of innovations; and has the potential to explain the process of developing competences through pedagogical approaches. The aim of this paper is to investigate this process at academic discipline level. An online survey was developed to investigate teaching sustainability competences in 13 HEIs, from which 678 responses from educators were obtained. The competences and pedagogical approaches from the responses were ranked, and then the connections between the competences and pedagogical approaches per discipline were analysed using a correlations-based framework, from which three disciplines groups were created. The groups were categorised using diffusion of innovations theory, which indicated that some disciplines are more innovative than others in adopting sustainability competence-based teaching. The results are used to propose two frameworks to better understand the adoption of sustainability competence-based teaching: (a) the D-RAPID framework; and (b) the Disciplinary Multi-dimensional Sustainability Influence Change for Academia (D-MuSICA) memework. The adoption of sustainability competence-base education must expand from a single HEI perspective to a disciplinary collaborative one spanning many HEIs, where academic disciplines should learn from each other's insights and mistakes and provide students with more transdisciplinary skillsets to make societies more sustainable. © 2021 The Authors. Sustainable Development published by ERP Environment and John Wiley & Sons Ltd.";EXCLUDE;missing_keyword_groups: group_1;Title: Adopting sustainability competence-based education in academic disciplines: Insights from 13 higher 
HenAn _2022;"Henderson, T.S.; Michel, J.O.; Bryan, A.; Canosa, E.; Gamalski, C.; Jones, K.; Moghtader, J.";An Exploration of the Relationship between Sustainability-Related Involvement and Learning in Higher Education;2022;Higher education institutions are charged with developing civically engaged leaders to address the pressing issues facing the country and the world. While existing literature suggests institutional practices, such as promoting co-curricular involvement, hold promise for fostering key learning outcomes, educational literature suggests the benefits of participation may not be shared by all students. Using structural equation modeling, we examine the role of background characteristics (i.e., race/ethnicity and gender) and co-curricular participation in sustainability-related activities in fostering climate change leadership development and sustainability activism. We find that women reported significantly higher systems thinking, futures thinking, leadership development, and activism. Additionally, our results suggest systems thinking and futures thinking are key learning outcomes related to students’ climate change leadership development and activism. Moreover, we find a small negative relationship between sustainability literacy and leadership development and activism, suggesting there might exist an inflection point at which more knowledge about climate change and sustainability issues makes students less likely to engage in leadership and activism behaviors. We discuss the implications of this work for sustainability education pedagogy in higher education. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.;PASS;passed_all_filters;
